축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
횡성회다지소리축제,횡성정금민속관 및 회다지소리문화체험관,2023-04-28,2023-04-30,회다지 인형극+원형공개+공연,횡성회다지소리축제위원회,횡성회다지소리전승보존회,횡성군청,033-343-3176,,,강원특별자치도 횡성군 우천면 정포로 37,강원특별자치도 횡성군 우천면 정금리 868-4,37.5038326258,128.1012677582,2023-08-30,4261000,강원특별자치도 횡성군
2024 보령 어린이 대축제,대천해수욕장 머드엑스포광장,2024-05-04,2024-05-06,기념식+축하공연+체헌부스 운영,아주자동차대학교+(재)보령축제관광재단,충청남도 보령시,충청남도 보령시,041-935-1524,https://www.infoamf.com/amc,,충청남도 보령시 고잠2길55,충청남도 보령시 신흑동 2282,36.3150964,126.5128975,2024-11-08,4510000,충청남도 보령시
제27회 보령머드축제,대천해수욕장,2024-07-19,2024-08-04,머드체험존 등 체험행사+전시판매 홍보행사+공연행사 등,(재)보령축제관광재단,충청남도 보령시,문화체육관광부+한국관광공사+충청남도+한국중부발전,041-930-0891,http://www.mudfestival.or.kr,,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,36.3155401,126.5108563,2024-11-08,4510000,충청남도 보령시
제16회 전국해양스포츠제전,대천해수욕장+원산도해수욕장+보령요트경기장,2024-07-31,2024-08-03,환영리셉션+개회식+폐회식+요트경기+카누경기+핀수영경기+철인3종경기,충청남도+보령시+보령시체육회+한국해양소년단연맹+대한체육회 가맹경기단체,해양수산부,,041-930-3829,http://brnmsg.kr/,,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,36.3155401,126.5108563,2024-11-08,4510000,충청남도 보령시
제5회 섬의 날 행사,대천해수욕장 일대,2024-08-08,2024-08-11,기념식+특별 콘서트+전시+프로그램,행정안전부+충청남도,충청남도 보령시,,041-930-6516,http://2024island.co.kr/,,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,36.3155401,126.5108563,2024-11-08,4510000,충청남도 보령시
2024 보령 김축제,대천해수욕장 머드광장,2024-10-26,2024-10-27,개막식+전국노래교실페스티벌+플리마켓+전시행사+판매행사+불꽃놀이,(사)보령김생산자협의회,(사)보령김생산자협의회,보령시,041-930-6761,,,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,36.3155401,126.5108563,2024-11-08,4510000,충청남도 보령시
제10회 은행마을 단풍 축제,청라면 장현리+은행마을 일원,2024-11-02,2024-11-03,버스킹공연+먹거리장터+관광두레체험+경품추첨,은행마을축제추진위원회,은행마을축제추진위원회,,070-7845-5060,,,충청남도 보령시 청라면 오서산길 150-71,충청남도 보령시 청라면 장현리 545-7,36.4267853833,126.6747170097,2024-11-08,4510000,충청남도 보령시
2024 천북 굴축제,천북면 장은리 굴단지 일원,2024-11-16,2024-11-17,개막식+굴시식행사 등,천북굴축제추진위원회,천북굴축제추진위원회,보령시,041-930-0804,,,충남 보령시 천북면 사호장은로 657,충남 보령시 천북면 장은리 964-1,36.5076230,126.488979,2024-11-08,4510000,충청남도 보령시
도봉 과학축전,"도봉구청 로비, 아뜨리움, 대강당, 광장 등",2015-10-23,2015-10-28,과학 체험· 전시·교육·이벤트 마당 등,서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2316,http://science.dobong.go.kr,,서울특별시 도봉구 마들로 656,,37.6686287,127.0470496,2018-05-01,3090000,서울특별시 도봉구
도봉구 등축제,우이천,2015-09-11,2015-09-30,"둘리와 친구들과 어우러지는 범선, 동물친구들 등과 추석을 앞두고 있어 전통춤 시리즈로 구성하여 등 전시",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2254,,,서울특별시 도봉구,,37.6617028,127.0382005,2018-05-01,3090000,서울특별시 도봉구
(코로나로 일정 미정)해미벚꽃축제,해미면 해미천,2021-04-13,2021-04-14,벚꽃축제 및 공연,해미벚꽃축제추진위원회,해미벚꽃축제추진위원회,충청남도 서산시청,041-660-3844,https://www.seosan.go.kr/tour/index.do,,,충청남도 서산시 해미면 읍내리 274-9,,,2022-11-05,4530000,충청남도 서산시
(코로나로 일정 미정)지곡 왕산포 서산갯마을축제,지곡면 중리포구,2021-06-08,2019-06-09,갯벌 바지락 캐기 체험 및 공연,지곡왕산포서산갯마을축제추진위원회,지곡왕산포서산갯마을축제추진위원회,충청남도 서산시청,041-660-2069,https://www.seosan.go.kr/tour/index.do,,충청남도 서산시 지곡면 어름들2길 66,,,,2022-11-05,4530000,충청남도 서산시
류방택 별축제,인지면 류방택천문기상과학관,2022-11-05,2022-11-05,천문과학 관련 체험,(사)금헌류방택기념사업회,(사)금헌류방택기념사업회,충청남도 서산시청,041-661-8009,https://www.seosan.go.kr/tour/index.do,,충청남도 서산시 인지면 무학로 1353-4,,,,2022-11-05,4530000,충청남도 서산시
생거진천문화축제,백곡천 둔치 일원,2024-10-04,2024-10-06,문화예술공연,문화축제추진위원회,진천문화원,충청북도 진천군,043-539-3603,www.jincheon.go.kr,,충청북도 진천군 진천읍 백사천길 17,충청북도 진천군 진천읍 읍내리 209-9,,,2024-12-31,4450000,충청북도 진천군
생거진천농다리축제,농다리 일원,2024-04-19,2024-04-21,문화예술공연,농다리축제추진위원회,진천문화원,충청북도 진천군,043-539-3603,www.jincheon.go.kr,,충청북도 진천군 문백면 농다리로 1032-11,충청북도 진천군 문백면 구곡리 601-32,,,2024-12-31,4450000,충청북도 진천군
제66회 밀양아리랑대축제,영남루 및 밀양강변일원,2024-05-23,2024-05-26,불꽃놀이+체험+공연,밀양문화관광재단,경상남도 밀양시,문화체육관광부+경상남도+밀양시의회+KBS창원방송총국+밀양문화원+한국예술문화단체총연합회 밀양지회,055-359-4523,https://www.arirang.or.kr/,,,경상남도 밀양시 삼문동 248-6,,,2024-12-12,5360000,경상남도 밀양시
제24회 밀양공연예술축제,밀양아리나,2024-07-19,2024-07-28,연극축제,(재)밀양문화재단+밀양공연예술축제추진위원회,경상남도+경상남도 밀양시,밀양시의회+한국문화예술위원회+한국문화예술회관연합회+한국연극협회+경남연극협회+서울연극협회+한국연출가협회+연극배우협회+한국극작가협회+한국연극평론가협회,055-359-4552,www.theatervillage.co.kr,,경상남도 밀양시 부북면 창밀로 3097-16,,35.53347627,128.7046157,2024-12-12,5360000,경상남도 밀양시
2024년 밀양 문화유산 야행,영남루 및 밀양강 일원,2024-04-19,2024-04-21,전시+공연+체험,밀양시문화도시센터,경상남도 밀양시,국가유산청,,,,,경상남도 밀양시 삼문동 248-6,,,2024-12-12,5360000,경상남도 밀양시
제15회 밀양대추축제,단장면 체육공원 일원,2024-10-20,2024-10-22,전시+가요제,밀양대추축제 추진위원회,밀양대추축제 추진위원회,경상남도 밀양시+동밀양농협+밀양시산림조합,,,,경상남도 밀양시 단장면 표충로 868,,,,2024-12-12,5360000,경상남도 밀양시
제26회 밀양얼음골사과축제,얼음골공영주차장,2024-11-02,2024-11-03,판매+으뜸사과선발+공연,밀양얼음골사과발전협의회,밀양얼음골사과발전협의회,경상남도+경상남도 밀양시+밀양농협,055-356-6458,,,,경상남도 밀양시 산내면 삼양리 190-1,,,2024-12-12,5360000,경상남도 밀양시
제14회 밀양삼랑진 딸기시배지 축제,삼랑진읍 일원,2024-03-22,2024-03-24,시음+판매+공연+체험+이벤트,삼랑진딸기시배지발전협의회,삼랑진딸기시배지발전협의회,경상남도 밀양시+밀양시의회+삼랑진농협+한국수력원자력㈜삼랑진양수발전소,,,,경상남도 밀양시 삼랑진읍 천태로 373-21,,,,2024-12-12,5360000,경상남도 밀양시
초동연가길 코스모스축제,초동연가길 일원,2024-10-05,2024-10-06,걷기대회+공연+행사,초동면행정복지센터,초동청년회,,,,,,경상남도 밀양시 초동면 반월리 167,,,2024-12-12,5360000,경상남도 밀양시
2024년 개화산 해맞이행사,개화산 정상(방화2동),2024-01-01,2024-01-01,해맞이축제,서울특별시 강서구,서울특별시 강서구,강서구의회,02-2600-6455,,,,서울특별시 강서구 개화동 산 91-4,,,2025-01-06,3150000,서울특별시 강서구
2024년 봄빛 페스타,방화근린공원,2024-04-20,2024-04-20,경관조명전시+플리마켓+버스킹 등,서울특별시 강서구,서울특별시 강서구,서울특별시+강서구의회,02-2600-6455,,,서울특별시 강서구 금낭화로 176,,,,2025-01-06,3150000,서울특별시 강서구
제8회 겸재문화예술제,겸재정선미술관+어울림공원+궁산근린공원,2024-05-10,2024-05-11,전국사생대회+청소년문화예술제+체험마당 등,강서문화원(겸재정선미술관),서울특별시 강서구,,02-2659-2206,https://culture.gangseo.seoul.kr/,,서울특별시 강서구 양천로47길 36,,,,2025-01-06,3150000,서울특별시 강서구
2024년 우장산 그린 페스타,우장산축구장,2024-05-18,2024-05-18,체험 및 부대행사+버스킹 영화상영 등,서울특별시 강서구,서울특별시 강서구,서울특별시+강서구의회,02-2600-6634,,,서울특별시 강서구 우장산로10길 112,,,,2025-01-06,3150000,서울특별시 강서구
오구오구 어린이 버스킹 시즌2,꿈돌이어린이공원+골말어린이공원+필마공원+천사어린이공원+봉제산근린공원태양광장+모태어린이공원+화곡3주구어린이공원1,2024-05-24,2024-07-05,다양한 공연 및 부대행사,서울특별시 강서구,서울특별시 강서구,강서구의회,02-2600-6634,,축제기간 중 매주 금요일 운영,서울특별시 강서구 화곡로 234,,,,2025-01-06,3150000,서울특별시 강서구
강서문화예술페스티벌,강서아트리움,2024-07-12,2024-07-14,공연+전시 및 체험부스,서울특별시 강서구,서울특별시 강서구,강서구의회,02-2600-5315,,,서울특별시 강서구 가로공원로 195,,,,2025-01-06,3150000,서울특별시 강서구
2025 강경 문화유산 야행,강경근대거리,2025-05-30,2025-05-31,유서깊은 논산시 강경읍을 배경으로 밤의 매력을 느낄 수 있도록 기획단 국가유산 야간체험 행사,충청남도 논산시청,충청남도 논산시청,국가유산청+충청남도청,041-746-5644,https://www.nonsan.go.kr/ggfestival/,"김대건 순례길투어, 국가유산 해설, 시네마극장, 토크콘서트, 물길 퍼레이드 진행",,충청남도 논산시 강경읍 중앙리 53-7,36.16164416,127.0176426,2025-01-22,4540000,충청남도 논산시
의견문화제,오수의견공원,2025-05-03,2025-05-05,반려동물 패션쇼+반려동물 토크쇼+반려동물 참여 및 체험프로그램+반려동물 산업박람회,의견문화제전위원회,의견문화제전위원회,전북특별자치도 임실군,063-642-5292,,,전북특별자치도 임실군 오수면 충효로 2096-16,전북특별자치도 임실군 오수면 오수리 33,35.54520247,127.3326779,2025-01-22,4761000,전북특별자치도 임실군
산타축제,임실치즈테마파크,2025-12-25,2025-12-28,산타 및 겨울 관련 공연 이벤트 체험행사 등,(재)임실치즈테마파크,(재)임실치즈테마파크,"전북특별자치도, 전북특별자치도 임실군",063-643-2300,www.cheesepark.kr,,전북특별자치도 임실군 성수면 도인2길 50,전북특별자치도 임실군 성수면 도인리 689,35.63310329,127.3012599,2025-01-22,4761000,전북특별자치도 임실군
임실N치즈축제,임실치즈테마파크,2025-10-08,2025-10-12,"임실N치즈를 소재로한 다양한 볼거리, 먹거리, 체험행사",(재)임실N치즈축제 제전위원회,(재)임실N치즈축제 제전위원회,"문체부, 전북특별자치도, 전북특별자치도 임실군",063-643-3900,www.imsilfestival.com,,전북특별자치도 임실군 성수면 도인2길 50,전북특별자치도 임실군 성수면 도인리 689,35.63310329,127.3012599,2025-01-22,4761000,전북특별자치도 임실군
익산서동축제,금마면 서동공원,2025-05-03,2025-05-06,무왕제례+유등전시+개막행사+공연+전시+체험,(재)익산문화관광재단,전북특별자치도 익산시청,전북특별자치도,063-859-5826,https://seodong.iksan.go.kr/,미륵사지 왕복 셔틀버스 운영,전북특별자치도 익산시 금마면 고도9길 41-14,전북특별자치도 익산시 금마면 동고도리 526,36.00153176,127.0570709,2025-01-20,4681000,전북특별자치도 익산시
익산천만송이국화축제,익산중앙체육공원,2024-10-18,2024-10-27,국화조형물 및 작품 전시+로컬푸드 판매+체험+공연+이벤트,익산시농업기술센터,전북특별자치도 익산시청,,063-859-4977,https://www.iksan.go.kr/gukhwa/,,전북특별자치도 익산시 하나로 322,전북특별자치도 익산시 어양동 52,35.94973086,126.9861275,2025-01-20,4681000,전북특별자치도 익산시
익산문화유산야행,익산 왕궁리유적,2024-04-19,2024-04-21,문화유산을 활용한 다양한 체험+전시+공연,전북특별자치도 익산시청,문화재청+전북특별자치도 익산시청,,063-859-5793,http://iksan-night.kr/,,전북특별자치도 익산시 왕궁면 궁성로 666,전북특별자치도 익산시 왕궁면 왕궁리 562,35.97155978,127.0558096,2025-01-20,4681000,전북특별자치도 익산시
제28회 오리문화제,광명시민체육관 등,2019-05-31,2019-06-01,오리이원익 영우참배+토크콘서트+전시+체험마당+재현행사 등,광명문화원,광명시청,광명시의회,02-2618-5800,www.gmcc.or.kr/,광명문화원,경기도 광명시 철망산로 42,경기도 광명시 하안동 718-18,37.4674687,126.8732102,2022-09-29,3900000,경기도 광명시
제29회 오리문화제,광명극장 등,2021-10-09,2021-10-10,오리이원익 영우참배+헌화식+오리이원익 청렴 토크콘서트 및 퀴즈대회+메타버스축제장에서 만남 오리 이원익 등,광명문화원,광명시청,광명시의회,02-2618-5800,www.gmcc.or.kr/,광명문화원,경기도 광명시 철망산로 42,경기도 광명시 하안동 718-18,37.4674687,126.8732102,2022-09-29,3900000,경기도 광명시
농악대축제,광명문화원 공연장,2021-10-13,2021-10-13,전국학생농악경연대회(비대면)+개최공연 등,농악보존회,광명시청,광명시의회,02-899-1664,http://gmnongak.enterweb.co.kr/,농악대축제,경기도 광명시 철망산로 42,경기도 광명시 하안동 718-18,37.4674687,126.8732102,2022-09-29,3900000,경기도 광명시
